时间,功率(MW)
1968/1/2 16:00,0.34035
1968/1/2 16:15,0.38165
1968/1/2 16:30,0.38915
1968/1/2 16:45,0.4085
1968/1/2 17:00,0.4049
1968/1/2 17:15,0.4152
1968/1/2 17:30,0.4678
1968/1/2 17:45,0.5599
1968/1/2 18:00,0.6659
1968/1/2 18:15,0.68585
1968/1/2 18:30,0.70955
1968/1/2 18:45,0.75305
1968/1/2 19:00,0.75225
1968/1/2 19:15,0.73515
1968/1/2 19:30,0.7536
1968/1/2 19:45,0.761
1968/1/2 20:00,0.78105
1968/1/2 20:15,0.77465
1968/1/2 20:30,0.78145
1968/1/2 20:45,0.77335
1968/1/2 21:00,0.7781
1968/1/2 21:15,0.781
1968/1/2 21:30,0.78425
1968/1/2 21:45,0.78035
1968/1/2 22:00,0.7878
1968/1/2 22:15,0.792
1968/1/2 22:30,0.7919
1968/1/2 22:45,0.7888
1968/1/2 23:00,0.78125
1968/1/2 23:15,0.7922
1968/1/2 23:30,0.7904
1968/1/2 23:45,0.793
1968/1/3 00:00,0.79105
1968/1/3 00:15,0.76555
1968/1/3 00:30,0.7074
1968/1/3 00:45,0.76485
1968/1/3 01:00,0.7066
1968/1/3 01:15,0.74355
1968/1/3 01:30,0.7654
1968/1/3 01:45,0.7055
1968/1/3 02:00,0.75155
1968/1/3 02:15,0.75385
1968/1/3 02:30,0.7522
1968/1/3 02:45,0.76255
1968/1/3 03:00,0.7677
1968/1/3 03:15,0.75885
1968/1/3 03:30,0.76445
1968/1/3 03:45,0.71485
1968/1/3 04:00,0.716
1968/1/3 04:15,0.7582
1968/1/3 04:30,0.7571
1968/1/3 04:45,0.7507
1968/1/3 05:00,0.75855
1968/1/3 05:15,0.76125
1968/1/3 05:30,0.7452
1968/1/3 05:45,0.7326
1968/1/3 06:00,0.6858
1968/1/3 06:15,0.7365
1968/1/3 06:30,0.74825
1968/1/3 06:45,0.69735
1968/1/3 07:00,0.74405
1968/1/3 07:15,0.6538
1968/1/3 07:30,0.7075
1968/1/3 07:45,0.71425
1968/1/3 08:00,0.71215
1968/1/3 08:15,0.7092
1968/1/3 08:30,0.70695
1968/1/3 08:45,0.76155
1968/1/3 09:00,0.727
1968/1/3 09:15,0.70815
1968/1/3 09:30,0.6979
1968/1/3 09:45,0.73175
1968/1/3 10:00,0.6401
1968/1/3 10:15,0.65225
1968/1/3 10:30,0.6676
1968/1/3 10:45,0.7143
1968/1/3 11:00,0.7086
1968/1/3 11:15,0.65995
1968/1/3 11:30,0.6175
1968/1/3 11:45,0.571
1968/1/3 12:00,0.53305
1968/1/3 12:15,0.5608
1968/1/3 12:30,0.56755
1968/1/3 12:45,0.54255
1968/1/3 13:00,0.5416
1968/1/3 13:15,0.39695
1968/1/3 13:30,0.31455
1968/1/3 13:45,0.35765
1968/1/3 14:00,0.3652
1968/1/3 14:15,0.32715
1968/1/3 14:30,0.2499
1968/1/3 14:45,0.2647
1968/1/3 15:00,0.3166
1968/1/3 15:15,0.25775
1968/1/3 15:30,0.2602
1968/1/3 15:45,0.37865
1968/1/3 16:00,0.4109
1968/1/3 16:15,0.46245
1968/1/3 16:30,0.44765
1968/1/3 16:45,0.3993
1968/1/3 17:00,0.3882
1968/1/3 17:15,0.4144
1968/1/3 17:30,0.47025
1968/1/3 17:45,0.4324
1968/1/3 18:00,0.42485
1968/1/3 18:15,0.46985
1968/1/3 18:30,0.4263
1968/1/3 18:45,0.4119
1968/1/3 19:00,0.4931
1968/1/3 19:15,0.5508
1968/1/3 19:30,0.5491
1968/1/3 19:45,0.51805
1968/1/3 20:00,0.5475
1968/1/3 20:15,0.52655
1968/1/3 20:30,0.5412
1968/1/3 20:45,0.58615
1968/1/3 21:00,0.60095
1968/1/3 21:15,0.66185
1968/1/3 21:30,0.6434
1968/1/3 21:45,0.6944
1968/1/3 22:00,0.6621
1968/1/3 22:15,0.62415
1968/1/3 22:30,0.61655
1968/1/3 22:45,0.57455
1968/1/3 23:00,0.48795
1968/1/3 23:15,0.4647
1968/1/3 23:30,0.47735
1968/1/3 23:45,0.56965
1968/1/4 00:00,0.5604
1968/1/4 00:15,0.5181
1968/1/4 00:30,0.49535
1968/1/4 00:45,0.49905
1968/1/4 01:00,0.52355
1968/1/4 01:15,0.50945
1968/1/4 01:30,0.50465
1968/1/4 01:45,0.4931
1968/1/4 02:00,0.47475
1968/1/4 02:15,0.4106
1968/1/4 02:30,0.4129
1968/1/4 02:45,0.3656
1968/1/4 03:00,0.3612
1968/1/4 03:15,0.3551
1968/1/4 03:30,0.35545
1968/1/4 03:45,0.3504
1968/1/4 04:00,0.3323
1968/1/4 04:15,0.34135
1968/1/4 04:30,0.3154
1968/1/4 04:45,0.2986
1968/1/4 05:00,0.26455
1968/1/4 05:15,0.2296
1968/1/4 05:30,0.21435
1968/1/4 05:45,0.24665
1968/1/4 06:00,0.2741
1968/1/4 06:15,0.29735
1968/1/4 06:30,0.2542
1968/1/4 06:45,0.17565
1968/1/4 07:00,0.138
1968/1/4 07:15,0.09865
1968/1/4 07:30,0.07235
1968/1/4 07:45,0.09075
1968/1/4 08:00,0.0933
1968/1/4 08:15,0.0717
1968/1/4 08:30,0.06655
1968/1/4 08:45,0.05525
1968/1/4 09:00,0.06195
1968/1/4 09:15,0.0614
1968/1/4 09:30,0.043
1968/1/4 09:45,0.0301
1968/1/4 10:00,0.02215
1968/1/4 10:15,0.01805
1968/1/4 10:30,0.0041
1968/1/4 10:45,0
1968/1/4 11:00,0
1968/1/4 11:15,0
1968/1/4 11:30,0
1968/1/4 11:45,0
1968/1/4 12:00,0.0033
1968/1/4 12:15,0.0048
1968/1/4 12:30,0
1968/1/4 12:45,0
1968/1/4 13:00,0
1968/1/4 13:15,0
1968/1/4 13:30,0
1968/1/4 13:45,0
1968/1/4 14:00,0
1968/1/4 14:15,0
1968/1/4 14:30,0
1968/1/4 14:45,0
1968/1/4 15:00,0
1968/1/4 15:15,0
1968/1/4 15:30,0
1968/1/4 15:45,0
1968/1/4 16:00,0
1968/1/4 16:15,0
1968/1/4 16:30,0.00435
1968/1/4 16:45,0.0145
1968/1/4 17:00,0.0366
1968/1/4 17:15,0.065
1968/1/4 17:30,0.0793
1968/1/4 17:45,0.06395
1968/1/4 18:00,0.03875
1968/1/4 18:15,0.07495
1968/1/4 18:30,0.0868
1968/1/4 18:45,0.12155
1968/1/4 19:00,0.11655
1968/1/4 19:15,0.10915
1968/1/4 19:30,0.1187
1968/1/4 19:45,0.18305
1968/1/4 20:00,0.22545
1968/1/4 20:15,0.2218
1968/1/4 20:30,0.23805
1968/1/4 20:45,0.27745
1968/1/4 21:00,0.2858
1968/1/4 21:15,0.29505
1968/1/4 21:30,0.3773
1968/1/4 21:45,0.38165
1968/1/4 22:00,0.34235
1968/1/4 22:15,0.34305
1968/1/4 22:30,0.36615
1968/1/4 22:45,0.3669
1968/1/4 23:00,0.3836
1968/1/4 23:15,0.3947
1968/1/4 23:30,0.39225
1968/1/4 23:45,0.3469
1968/1/5 00:00,0.3239
1968/1/5 00:15,0.35035
1968/1/5 00:30,0.3921
1968/1/5 00:45,0.4003
1968/1/5 01:00,0.32715
1968/1/5 01:15,0.32605
1968/1/5 01:30,0.34435
1968/1/5 01:45,0.36945
1968/1/5 02:00,0.3855
1968/1/5 02:15,0.37195
1968/1/5 02:30,0.3929
1968/1/5 02:45,0.4113
1968/1/5 03:00,0.39055
1968/1/5 03:15,0.4027
1968/1/5 03:30,0.39435
1968/1/5 03:45,0.3659
1968/1/5 04:00,0.2913
1968/1/5 04:15,0.2468
1968/1/5 04:30,0.24405
1968/1/5 04:45,0.27835
1968/1/5 05:00,0.2713
1968/1/5 05:15,0.26605
1968/1/5 05:30,0.2979
1968/1/5 05:45,0.2844
1968/1/5 06:00,0.2741
1968/1/5 06:15,0.25805
1968/1/5 06:30,0.27775
1968/1/5 06:45,0.3188
1968/1/5 07:00,0.31865
1968/1/5 07:15,0.3346
1968/1/5 07:30,0.3566
1968/1/5 07:45,0.4176
1968/1/5 08:00,0.446
1968/1/5 08:15,0.4084
1968/1/5 08:30,0.3754
1968/1/5 08:45,0.31285
1968/1/5 09:00,0.26105
1968/1/5 09:15,0.24635
1968/1/5 09:30,0.26115
1968/1/5 09:45,0.2981
1968/1/5 10:00,0.29565
1968/1/5 10:15,0.28735
1968/1/5 10:30,0.29505
1968/1/5 10:45,0.28235
1968/1/5 11:00,0.2579
1968/1/5 11:15,0.25355
1968/1/5 11:30,0.2623
1968/1/5 11:45,0.27785
1968/1/5 12:00,0.2763
1968/1/5 12:15,0.28555
1968/1/5 12:30,0.2614
1968/1/5 12:45,0.2444
1968/1/5 13:00,0.2687
1968/1/5 13:15,0.3124
1968/1/5 13:30,0.30075
1968/1/5 13:45,0.28225
1968/1/5 14:00,0.27625
1968/1/5 14:15,0.3029
1968/1/5 14:30,0.24865
1968/1/5 14:45,0.24865
1968/1/5 15:00,0.19435
1968/1/5 15:15,0.18125
1968/1/5 15:30,0.1913
1968/1/5 15:45,0.15345
1968/1/5 16:00,0.1396
1968/1/5 16:15,0.1123
1968/1/5 16:30,0.0915
1968/1/5 16:45,0.0903
1968/1/5 17:00,0.0842
1968/1/5 17:15,0.095
1968/1/5 17:30,0.09855
1968/1/5 17:45,0.10725
1968/1/5 18:00,0.1115
1968/1/5 18:15,0.099
1968/1/5 18:30,0.14175
1968/1/5 18:45,0.18105
1968/1/5 19:00,0.2336
1968/1/5 19:15,0.25365
1968/1/5 19:30,0.2278
1968/1/5 19:45,0.1898
1968/1/5 20:00,0.1639
1968/1/5 20:15,0.13445
1968/1/5 20:30,0.09835
1968/1/5 20:45,0.09755
1968/1/5 21:00,0.07275
1968/1/5 21:15,0.05625
1968/1/5 21:30,0.07295
1968/1/5 21:45,0.0678
1968/1/5 22:00,0.0648
1968/1/5 22:15,0.0667
1968/1/5 22:30,0.05455
1968/1/5 22:45,0.0598
1968/1/5 23:00,0.12355
1968/1/5 23:15,0.10555
1968/1/5 23:30,0.11245
1968/1/5 23:45,0.11945
1968/1/6 00:00,0.1207
1968/1/6 00:15,0.09725
1968/1/6 00:30,0.1089
1968/1/6 00:45,0.101
1968/1/6 01:00,0.07245
1968/1/6 01:15,0.06835
1968/1/6 01:30,0.08275
1968/1/6 01:45,0.0905
1968/1/6 02:00,0.1283
1968/1/6 02:15,0.1063
1968/1/6 02:30,0.09135
1968/1/6 02:45,0.15145
1968/1/6 03:00,0.15555
1968/1/6 03:15,0.1685
1968/1/6 03:30,0.22695
1968/1/6 03:45,0.1817
1968/1/6 04:00,0.08345
1968/1/6 04:15,0.07555
1968/1/6 04:30,0.0717
1968/1/6 04:45,0.0778
1968/1/6 05:00,0.0965
1968/1/6 05:15,0.06095
1968/1/6 05:30,0.04435
1968/1/6 05:45,0.05635
1968/1/6 06:00,0.0622
1968/1/6 06:15,0.0892
1968/1/6 06:30,0.0766
1968/1/6 06:45,0.04265
1968/1/6 07:00,0.0347
1968/1/6 07:15,0.0399
1968/1/6 07:30,0.03865
1968/1/6 07:45,0.03955
1968/1/6 08:00,0.0424
1968/1/6 08:15,0.0528
1968/1/6 08:30,0.0798
1968/1/6 08:45,0.0672
1968/1/6 09:00,0.0544
1968/1/6 09:15,0.07255
1968/1/6 09:30,0.07235
1968/1/6 09:45,0.0772
1968/1/6 10:00,0.09685
1968/1/6 10:15,0.11255
1968/1/6 10:30,0.07905
1968/1/6 10:45,0.0318
1968/1/6 11:00,0.03515
1968/1/6 11:15,0.05015
1968/1/6 11:30,0.05555
1968/1/6 11:45,0.06925
1968/1/6 12:00,0.0881
1968/1/6 12:15,0.10105
1968/1/6 12:30,0.10125
1968/1/6 12:45,0.0556
1968/1/6 13:00,0.0358
1968/1/6 13:15,0.07705
1968/1/6 13:30,0.11605
1968/1/6 13:45,0.1199
1968/1/6 14:00,0.11035
1968/1/6 14:15,0.12145
1968/1/6 14:30,0.07425
1968/1/6 14:45,0.06035
1968/1/6 15:00,0.072
1968/1/6 15:15,0.0892
1968/1/6 15:30,0.0862
1968/1/6 15:45,0.05005
1968/1/6 16:00,0.036
1968/1/6 16:15,0.0491
1968/1/6 16:30,0.06505
1968/1/6 16:45,0.1034
1968/1/6 17:00,0.128
1968/1/6 17:15,0.12725
1968/1/6 17:30,0.1094
1968/1/6 17:45,0.12305
1968/1/6 18:00,0.11945
1968/1/6 18:15,0.1001
1968/1/6 18:30,0.15795
1968/1/6 18:45,0.19995
1968/1/6 19:00,0.19405
1968/1/6 19:15,0.1746
1968/1/6 19:30,0.18745
1968/1/6 19:45,0.1997
1968/1/6 20:00,0.1707
1968/1/6 20:15,0.15815
1968/1/6 20:30,0.13775
1968/1/6 20:45,0.09325
1968/1/6 21:00,0.0775
1968/1/6 21:15,0.0873
1968/1/6 21:30,0.1145
1968/1/6 21:45,0.06755
1968/1/6 22:00,0.05075
1968/1/6 22:15,0.06065
1968/1/6 22:30,0.06965
1968/1/6 22:45,0.06955
1968/1/6 23:00,0.0781
1968/1/6 23:15,0.10445
1968/1/6 23:30,0.12105
1968/1/6 23:45,0.1109
1968/1/7 00:00,0.12165
1968/1/7 00:15,0.14065
1968/1/7 00:30,0.10555
1968/1/7 00:45,0.11225
1968/1/7 01:00,0.10785
1968/1/7 01:15,0.09425
1968/1/7 01:30,0.0713
1968/1/7 01:45,0.06175
1968/1/7 02:00,0.06635
1968/1/7 02:15,0.079
1968/1/7 02:30,0.1017
1968/1/7 02:45,0.11715
1968/1/7 03:00,0.13235
1968/1/7 03:15,0.1398
1968/1/7 03:30,0.1074
1968/1/7 03:45,0.07525
1968/1/7 04:00,0.0822
1968/1/7 04:15,0.0794
1968/1/7 04:30,0.0666
1968/1/7 04:45,0.0509
1968/1/7 05:00,0.0588
1968/1/7 05:15,0.1059
1968/1/7 05:30,0.10285
1968/1/7 05:45,0.06205
1968/1/7 06:00,0.05215
1968/1/7 06:15,0.0527
1968/1/7 06:30,0.06595
1968/1/7 06:45,0.07325
1968/1/7 07:00,0.11215
1968/1/7 07:15,0.1025
1968/1/7 07:30,0.0941
1968/1/7 07:45,0.08625
1968/1/7 08:00,0.0796
1968/1/7 08:15,0.08555
1968/1/7 08:30,0.0926
1968/1/7 08:45,0.08235
1968/1/7 09:00,0.066
1968/1/7 09:15,0.04905
1968/1/7 09:30,0.06135
1968/1/7 09:45,0.0449
1968/1/7 10:00,0.02205
1968/1/7 10:15,0.0101
1968/1/7 10:30,0.0121
1968/1/7 10:45,0.01105
1968/1/7 11:00,0.00145
1968/1/7 11:15,0
1968/1/7 11:30,0
1968/1/7 11:45,0
1968/1/7 12:00,0
1968/1/7 12:15,0.00085
1968/1/7 12:30,0.00305
1968/1/7 12:45,0.002
1968/1/7 13:00,0.00695
1968/1/7 13:15,0.0056
1968/1/7 13:30,0.01565
1968/1/7 13:45,0.02085
1968/1/7 14:00,0.03685
1968/1/7 14:15,0.0423
1968/1/7 14:30,0.04905
1968/1/7 14:45,0.0535
1968/1/7 15:00,0.04415
1968/1/7 15:15,0.02705
1968/1/7 15:30,0.02585
1968/1/7 15:45,0.0138
1968/1/7 16:00,0.0203
1968/1/7 16:15,0.0171
1968/1/7 16:30,0.014
1968/1/7 16:45,0.01535
1968/1/7 17:00,0.00835
1968/1/7 17:15,0.00585
1968/1/7 17:30,0.00095
1968/1/7 17:45,0
1968/1/7 18:00,0.0155
1968/1/7 18:15,0.02055
1968/1/7 18:30,0.02905
1968/1/7 18:45,0.0518
1968/1/7 19:00,0.09325
1968/1/7 19:15,0.0976
1968/1/7 19:30,0.11495
1968/1/7 19:45,0.19765
1968/1/7 20:00,0.25415
1968/1/7 20:15,0.1719
1968/1/7 20:30,0.11005
1968/1/7 20:45,0.09935
1968/1/7 21:00,0.1518
1968/1/7 21:15,0.23365
1968/1/7 21:30,0.2861
1968/1/7 21:45,0.3124
1968/1/7 22:00,0.29795
1968/1/7 22:15,0.31985
1968/1/7 22:30,0.3187
1968/1/7 22:45,0.2949
1968/1/7 23:00,0.2646
1968/1/7 23:15,0.2891
1968/1/7 23:30,0.33355
1968/1/7 23:45,0.3482
1968/1/8 00:00,0.3387
1968/1/8 00:15,0.364
1968/1/8 00:30,0.4264
1968/1/8 00:45,0.45255
1968/1/8 01:00,0.5067
1968/1/8 01:15,0.53195
1968/1/8 01:30,0.5479
1968/1/8 01:45,0.544
1968/1/8 02:00,0.59085
1968/1/8 02:15,0.60345
1968/1/8 02:30,0.5998
1968/1/8 02:45,0.65115
1968/1/8 03:00,0.69475
1968/1/8 03:15,0.6867
1968/1/8 03:30,0.61235
1968/1/8 03:45,0.5708
1968/1/8 04:00,0.56985
1968/1/8 04:15,0.45595
1968/1/8 04:30,0.39245
1968/1/8 04:45,0.3437
1968/1/8 05:00,0.3477
1968/1/8 05:15,0.3779
1968/1/8 05:30,0.4277
1968/1/8 05:45,0.4244
1968/1/8 06:00,0.416
1968/1/8 06:15,0.4716
1968/1/8 06:30,0.45
1968/1/8 06:45,0.39885
1968/1/8 07:00,0.3501
1968/1/8 07:15,0.3489
1968/1/8 07:30,0.3474
1968/1/8 07:45,0.31945
1968/1/8 08:00,0.39385
1968/1/8 08:15,0.42845
1968/1/8 08:30,0.3681
1968/1/8 08:45,0.4324
1968/1/8 09:00,0.4646
1968/1/8 09:15,0.43245
1968/1/8 09:30,0.3838
1968/1/8 09:45,0.2927
1968/1/8 10:00,0.29535
1968/1/8 10:15,0.3695
1968/1/8 10:30,0.3706
1968/1/8 10:45,0.2685
1968/1/8 11:00,0.2545
1968/1/8 11:15,0.2824
1968/1/8 11:30,0.28205
1968/1/8 11:45,0.26815
1968/1/8 12:00,0.22075
1968/1/8 12:15,0.20965
1968/1/8 12:30,0.16735
1968/1/8 12:45,0.20235
1968/1/8 13:00,0.20295
1968/1/8 13:15,0.14695
1968/1/8 13:30,0.10265
1968/1/8 13:45,0.12465
1968/1/8 14:00,0.1532
1968/1/8 14:15,0.13115
1968/1/8 14:30,0.1413
1968/1/8 14:45,0.1826
1968/1/8 15:00,0.0819
1968/1/8 15:15,0.03425
1968/1/8 15:30,0.01
1968/1/8 15:45,0.0218
1968/1/8 16:00,0.0277
1968/1/8 16:15,0.0316
1968/1/8 16:30,0.04725
1968/1/8 16:45,0.0498
1968/1/8 17:00,0.0548
1968/1/8 17:15,0.0448
1968/1/8 17:30,0.02785
1968/1/8 17:45,0.0205
1968/1/8 18:00,0.008
1968/1/8 18:15,0.00945
1968/1/8 18:30,0.0196
1968/1/8 18:45,0.0258
1968/1/8 19:00,0.03395
1968/1/8 19:15,0.0434
1968/1/8 19:30,0.07515
1968/1/8 19:45,0.09555
1968/1/8 20:00,0.0923
1968/1/8 20:15,0.08195
1968/1/8 20:30,0.0979
1968/1/8 20:45,0.09155
1968/1/8 21:00,0.07035
1968/1/8 21:15,0.0888
1968/1/8 21:30,0.0765
1968/1/8 21:45,0.0761
1968/1/8 22:00,0.08355
1968/1/8 22:15,0.09715
1968/1/8 22:30,0.0859
1968/1/8 22:45,0.0761
1968/1/8 23:00,0.08855
1968/1/8 23:15,0.0922
1968/1/8 23:30,0.06605
1968/1/8 23:45,0.08845
1968/1/9 00:00,0.07095
1968/1/9 00:15,0.08765
1968/1/9 00:30,0.0893
1968/1/9 00:45,0.125
1968/1/9 01:00,0.11485
1968/1/9 01:15,0.1126
1968/1/9 01:30,0.0722
1968/1/9 01:45,0.0513
1968/1/9 02:00,0.0583
1968/1/9 02:15,0.0804
1968/1/9 02:30,0.0742
1968/1/9 02:45,0.05475
1968/1/9 03:00,0.0496
1968/1/9 03:15,0.07495
1968/1/9 03:30,0.06905
1968/1/9 03:45,0.0683
1968/1/9 04:00,0.0729
1968/1/9 04:15,0.05905
1968/1/9 04:30,0.0508
1968/1/9 04:45,0.0535
1968/1/9 05:00,0.0627
1968/1/9 05:15,0.0796
1968/1/9 05:30,0.0921
1968/1/9 05:45,0.0783
1968/1/9 06:00,0.07035
1968/1/9 06:15,0.07195
1968/1/9 06:30,0.07455
1968/1/9 06:45,0.07395
1968/1/9 07:00,0.07985
1968/1/9 07:15,0.0751
1968/1/9 07:30,0.0707
1968/1/9 07:45,0.07165
1968/1/9 08:00,0.0893
1968/1/9 08:15,0.0796
1968/1/9 08:30,0.062
1968/1/9 08:45,0.0655
1968/1/9 09:00,0.0727
1968/1/9 09:15,0.07015
1968/1/9 09:30,0.0798
1968/1/9 09:45,0.08545
1968/1/9 10:00,0.08605
1968/1/9 10:15,0.07235
1968/1/9 10:30,0.08165
1968/1/9 10:45,0.07965
1968/1/9 11:00,0.07065
1968/1/9 11:15,0.0725
1968/1/9 11:30,0.0634
1968/1/9 11:45,0.06705
1968/1/9 12:00,0.07105
1968/1/9 12:15,0.07765
1968/1/9 12:30,0.10255
1968/1/9 12:45,0.078
1968/1/9 13:00,0.0534
1968/1/9 13:15,0.06195
1968/1/9 13:30,0.07815
1968/1/9 13:45,0.08825
1968/1/9 14:00,0.0944
1968/1/9 14:15,0.1063
1968/1/9 14:30,0.0901
1968/1/9 14:45,0.0971
1968/1/9 15:00,0.10275
1968/1/9 15:15,0.0953
1968/1/9 15:30,0.0984
1968/1/9 15:45,0.0932
1968/1/9 16:00,0.1017
1968/1/9 16:15,0.129
1968/1/9 16:30,0.1325
1968/1/9 16:45,0.1602
1968/1/9 17:00,0.20935
1968/1/9 17:15,0.2359
1968/1/9 17:30,0.25365
1968/1/9 17:45,0.24165
1968/1/9 18:00,0.2328
1968/1/9 18:15,0.2914
1968/1/9 18:30,0.30785
1968/1/9 18:45,0.3153
1968/1/9 19:00,0.3057
1968/1/9 19:15,0.3774
1968/1/9 19:30,0.3676
1968/1/9 19:45,0.3213
1968/1/9 20:00,0.3382
1968/1/9 20:15,0.34685
1968/1/9 20:30,0.3575
1968/1/9 20:45,0.38475
1968/1/9 21:00,0.41485
1968/1/9 21:15,0.43705
1968/1/9 21:30,0.45765
1968/1/9 21:45,0.50895
1968/1/9 22:00,0.53695
1968/1/9 22:15,0.6153
1968/1/9 22:30,0.7434
1968/1/9 22:45,0.7159
1968/1/9 23:00,0.66505
1968/1/9 23:15,0.67425
1968/1/9 23:30,0.70115
1968/1/9 23:45,0.65805
1968/1/10 00:00,0.62975
1968/1/10 00:15,0.60325
1968/1/10 00:30,0.6445
1968/1/10 00:45,0.6349
1968/1/10 01:00,0.5883
1968/1/10 01:15,0.6218
1968/1/10 01:30,0.66895
1968/1/10 01:45,0.716
1968/1/10 02:00,0.7624
1968/1/10 02:15,0.78205
1968/1/10 02:30,0.7707
1968/1/10 02:45,0.77275
1968/1/10 03:00,0.78205
1968/1/10 03:15,0.7948
1968/1/10 03:30,0.8156
1968/1/10 03:45,0.82015
